id,predicted,actual
15675,24.52364691390934,32
9923,33.44030059533885,15
11904,86.30779351179137,30
14341,33.25576617076213,10
6926,42.50353283583639,18
21763,72.59071067020437,250
14211,32.08771576765019,30
22324,42.94476004678585,68
13701,39.982854652542414,35
10636,41.6284051620673,15
11846,58.63338798534716,22
19488,104.19118582559817,39
7122,37.487163020762715,10
10034,41.123513088771276,9
17487,163.22177372323907,110
18627,120.94167738797066,25
18098,202.55144510815916,123
2311,37.32890750385831,13
366,23.438576829017613,20
4212,37.36193484835546,19
4296,54.49870840905355,23
3535,-1.6890595328316564,18
5178,33.60844590454353,23
1264,38.02358987962664,20
6088,42.40339480464179,25
19849,49.75289707843104,160
17643,14.72921066654667,8
13083,13.522267669520787,17
10464,39.52822353921697,24
12065,353.5330842308333,350
12602,34.99871718949349,14
12903,44.97702170839759,13
9895,46.529278633881894,58
21205,41.347996627322054,25
20174,174.60104374901903,1900
22001,120.94895076805571,300
3407,57.584191053654195,10
1041,50.93070908768591,160
11112,43.53809087126102,49
14870,32.26631025561585,31
10413,47.562568727852764,30
3739,75.50376017035032,25
20565,42.277186247434784,18
14955,31.39091479966213,18
12689,35.36253514770762,11
3467,24.693391968523862,20
4115,42.99888269777149,39
1235,23.6142660446881,74
2250,22.03988956183305,50
9001,17.22022158747037,25
207,41.26879194642815,25
11291,23.89918467750246,7
9049,52.49876205222083,15
4651,44.47192081395545,30
2157,52.49876205222083,8
292,61.61333247534691,14
17498,21.890675274713708,20
21217,47.42855204317118,18
15984,6.4385342980764335,30
14098,23.735308066505006,40
8926,57.108750543158735,10
19245,48.04274743508605,15
14734,8.873790082331297,92
502,74.26563031612167,21
10619,48.59726138037259,14
15562,26.218129773277887,34
9716,43.6950310712969,25
15478,33.212822080919146,30
15274,23.56271430169792,20
16709,31.487766441193042,12
2421,30.69350394655167,50
9812,47.67315590623688,18
4101,120.76016026856337,15
14996,85.03839294719202,50
670,34.98433066855085,28
22397,6.881098589126196,34
6737,65.0164234217878,30
18842,18.129083601645988,19
16195,34.67267600465047,18
14001,49.60253438077504,48
212,34.670566031106056,24
1982,33.241119616841246,15
2332,55.38540545913841,13
5702,27.25565631397616,36
22474,62.5922769343033,30
965,3.512814938365871,55
9827,30.010863555301256,10
13665,31.223319731517844,22
21927,69.38022856504205,10
20367,229.29195158975307,17
9688,38.15585679731917,20
16003,65.67921267751609,55
12427,104.21559378345452,19
9178,44.45964746151844,20
10503,23.66036764109503,15
14636,-0.8287504096957932,8
17778,38.28948810998538,10
11675,85.33105017618968,25
4309,27.279089454417523,18
3951,80.22284413324681,15
22759,18.626034187567726,20
6696,41.038899317410085,10
3949,25.433293029270153,8
19792,27.316023128335434,50
664,36.719950564839564,15
16778,137.09474199920678,200
1710,59.8943165422645,25
21053,36.5809540917287,24
10618,32.32449876995371,20
2058,94.14915204481527,82
16476,24.22461026461238,10
15929,50.93737619318426,50
13476,33.02776435640624,13
8977,55.03883644085653,90
13102,30.64432255764674,6
20159,78.9176765244566,30
12131,43.8917123577523,10
17286,-28.575386515568376,10
8147,69.6731890650247,65
2219,41.73257518181291,18
17480,57.55006870129384,95
3422,31.426609676994914,70
9874,54.723073417948434,60
11723,43.18436303102678,35
4159,40.8462604405951,14
7605,15.438049144235798,10
14484,42.83221779747193,13
8930,33.22918340272996,950
1866,28.622952238306727,45
15381,10.237171295928341,19
5264,70.88024252657961,25
21289,20.026459180905135,5
10680,28.36837460906966,5
11865,81.69474681808052,50
15438,26.111487616631916,155
13564,42.55261019630966,40
9933,52.49876205222083,27
11380,34.10868551155684,11
3478,22.789341678952617,12
13159,81.5528429460286,40
5809,12.876761907815037,80
12174,38.324112536002076,24
5306,24.79463755224466,15
3135,99.97220935930103,20
18347,45.57072124361875,25
18196,82.33324887886656,9
19069,32.58600376249361,34
659,36.213481708979685,35
4510,33.233741543832316,50
18354,34.94432570991696,16
7332,42.599877448472974,20
20980,22.866961240776163,70
152,102.22884917783406,200
12729,40.00379747447361,35
12637,32.41314940578977,12
10384,21.506404383413695,12
17136,46.74349697916626,32
19962,30.979876808328907,25
4908,54.546219017352534,35
19196,35.980273859380475,35
18827,438.9748623704085,730
19359,28.671479468437546,28
10745,47.971861944527575,12
6893,5.274426525491158,16
15221,94.14700093003577,96
9014,65.39239017974333,5
8855,21.840633489501467,12
13552,29.72088584870329,16
6013,26.713933959246287,9
14473,32.34113511688521,30
5063,36.475507784458514,50
10298,54.027623070235165,30
20626,32.728550508707,23
18130,35.956389075452634,15
21551,39.58286791760425,12
5307,36.95939795433595,13
7286,35.783389433012765,17
14216,145.37741780442744,117
15785,50.64621427411422,10
10255,30.342748181017843,19
3868,103.14486706690222,35
5609,63.020995633555856,25
454,4.702355027054587,50
21103,35.7449737629294,13
19918,147.85889347148108,150
1339,45.18928839416257,36
12690,20.414756628441253,20
13442,45.08348601212254,26
16031,22.918317477067244,40
2299,41.926663662427465,400
7643,28.017307958377664,29
11336,42.51485024670163,10
5345,63.834675039392536,25
9988,58.5774480233802,13
21238,26.948216035088144,16
867,31.587297665387638,40
6973,41.658945444549644,39
22092,43.69909189631553,25
20184,82.59579565608887,45
9418,43.99501651462993,32
9194,34.4765852008684,24
3639,-12.246954206166514,25
5946,34.136555358204475,30
1281,83.58177075805162,9
20998,120.95579285124867,31
1464,133.57993372981613,15
18803,29.556024564388327,50
6269,37.943370193371834,28
16550,45.69996272139119,14
4375,47.482001631962895,15
16974,25.73964345346723,13
4186,27.330961508179783,15
9042,236.72150499854118,15
7845,45.45755535875657,22
14777,20.915590353517935,20
11502,45.649411747037206,12
12398,0.42206015601752966,24
9945,59.96221854751953,23
17874,97.07351393115401,550
2005,34.80691576985127,50
7500,37.17446457218222,22
20418,166.26518843742465,375
7542,36.94109923231316,14
9147,31.18307855362831,9
16635,33.770672433231724,25
4040,53.73767564715552,14
11560,46.17293003873003,18
14653,52.54129614841363,75
9807,25.270349276503683,18
3924,44.76135772952473,6
18069,43.58046983568376,20
16750,48.89374859125506,15
3890,49.908376591765325,25
20352,70.37332462242304,30
9164,28.785831440604827,15
13914,50.02823742234741,73
19644,6.9629326691664915,20
10648,140.11936022925136,13
12970,27.06689861702241,69
16934,33.577292444648286,13
16484,40.408003173217864,18
2149,37.73521385803133,10
15488,19.533455136175817,60
5555,25.143303958631794,22
771,70.19348557911121,88
170,47.21174173665808,52
198,37.551711548272635,59
5643,23.16188382869321,20
19281,41.23571091057609,115
6964,80.85360763072853,8
7222,19.10845122953335,650
18964,48.8930262173395,45
2020,47.000453015142206,20
9442,8.54861786999674,5
13353,133.941203267483,400
19581,23.365556855840037,6
22503,44.01604889620069,22
11802,20.663722830738454,12
11564,42.76971117719293,22
21452,35.13876340403221,25
17681,47.85087438901846,16
20004,198.48715115736735,150
7655,29.660409585341036,15
11611,36.926487132186516,30
16497,35.53299144301287,28
13151,47.60789998989022,25
11119,35.187321470517794,20
11765,395.3343661213716,725
15506,24.996375336840543,65
18466,28.278745998855037,45
10933,26.531847421615282,14
7591,50.74467767446597,90
4214,57.93466895454033,19
1835,30.988044721563778,16
9914,83.1516867756553,300
16868,111.09776307622417,18
20891,44.07651176181228,80
20427,49.93264894384737,22
18672,28.892772134401177,30
16502,60.913797380740135,125
18208,24.996704071724505,15
14861,40.238649328092755,75
5866,35.24389810260796,12
22033,20.184764909715554,10
11450,30.907536761589096,39
13870,118.51161981961374,28
2835,27.272678408137633,6
6932,4.239570934562217,42
5159,111.67466850242405,45
413,49.59291512870395,25
20542,58.506833946941356,85
17905,24.638182220841085,10
4232,106.6023916309594,50
11294,49.906942298962996,25
1968,76.59697557072278,30
14577,29.18149520145998,30
19127,30.099300154997604,8
723,52.982315413506186,60
18668,201.8951722838036,1200
14511,37.25191822712435,8
8047,24.14203303611023,60
486,1.52750943667872,35
16917,27.600119084553054,50
15595,30.75307878051479,21
16591,435.0774659018571,650
10010,28.552439238829102,25
21704,51.96874170158158,75
20850,21.828249736221643,18
1417,38.57520587876438,15
21981,13.42909192473109,15
18318,35.04112950657425,12
15676,35.423067395064166,15
17975,21.880447230786032,7
16602,295.8971564665826,55
20645,18.351916627113816,21
5367,49.70867295301855,14
1758,37.84177796852361,14
11766,42.08914461653507,25
5081,30.86023813526498,25
368,49.93994345052675,12
14238,51.23285371118253,6
18928,40.78358124936628,13
6406,59.07015209043189,15
19664,232.603504136127,100
823,38.492098249729786,13
9035,40.755292189080684,50
9419,54.3907283709847,30
4886,23.078017588305464,40
16852,45.31264199892146,28
9995,42.71560788259722,25
20108,33.648165582783875,20
8670,63.05654574463255,50
15940,37.6241288701594,20
10651,164.76887371930317,30
11767,51.08689544115474,22
6425,34.086578979428246,10
9919,47.048668468002774,85
20005,59.39904773844862,1250
8627,13.113224765969058,30
11044,149.12169086997343,55
2471,52.14936512737488,27
7685,32.869860543981666,10
12509,47.688610067267284,30
1132,56.58257284196281,25
12556,89.80857591463871,175
4118,40.4821606644126,10
20879,44.730499906999206,22
3979,30.938882281753127,15
3151,30.62065954099504,17
1936,83.81798805936754,15
17859,27.00320245976355,39
11003,22.571096116220787,30
6562,31.0921732494843,20
8139,188.52278671134,17
9054,25.40263004692214,15
15273,52.66183290169661,13
14250,39.674022347785844,8
17300,40.95274919099782,30
17730,25.544206987227938,9
21688,16.697040415894413,25
891,34.63805377640433,7
13333,60.554716603831274,10
12794,23.984288682306605,12
17763,15.221221710166702,29
7406,45.10984907620383,60
14768,21.882700565479098,23
11015,140.28704986360282,14
16911,28.144346204022295,9
9636,42.441693563439536,15
18173,10.461082942493277,75
9255,23.754289885328596,8
15653,44.26405975502203,5
14220,52.6937988269449,15
10225,34.69948319519143,20
14489,84.50901884702738,40
19300,199.0902956598492,22
20326,43.9830200279325,29
17227,25.03980109531713,18
7995,29.144835824561415,29
16071,46.88740108377192,23
5387,31.970722808993074,55
4144,38.682013771032494,22
20682,34.22717922792305,14
19158,19.112923079045494,10
11775,44.5697088974461,34
22490,35.811392726784334,12
1741,47.08272783045054,8
11898,23.751247738313463,14
3040,37.364121425811994,10
15699,42.87606919497136,50
14102,92.8766841538916,8
6530,30.306400862798593,18
11500,104.29072945478757,13
3070,42.379801684415625,25
20330,31.232367834962723,15
410,28.018981030817372,27
20508,237.9964168086861,22
18152,38.95325538858919,35
3408,10.246065676684552,15
22317,111.13071904943158,25
20656,114.2886651813873,659
5792,38.786391634547144,140
22062,54.160084230282365,20
9321,77.80465905399149,115
22718,192.1574855331673,1700
8306,44.37029939618937,16
2673,46.346045729450054,13
3799,41.1658830865987,22
15293,138.6762028584893,300
10089,36.84272622255395,40
17823,29.6943402415322,13
12298,142.60472067151832,14
7987,174.0850807086075,30
18160,34.48817849427922,49
1567,49.24214157300385,875
19484,28.656265169926122,25
11174,27.080608630252375,50
9580,22.761309561351226,40
10816,-45.89968829263939,13
13216,17.021273028244593,20
13356,33.58004455213659,35
7297,33.86123192688149,44
11335,13.798902001336081,13
14728,15.455919123642701,25
16561,44.35544398180103,45
19569,20.108120594629426,10
14217,26.322915435039107,33
18713,49.65919283156923,30
3102,44.207947948315514,13
13126,75.96522019210484,50
12053,297.10690252433716,435
7483,51.92003960193599,10
4819,21.10688783375596,28
2966,47.2691038585721,21
3986,21.32820142374647,25
3109,28.854245466232022,13
15131,67.8974571127814,27
6805,23.669514522212893,17
4449,12.408228480281018,10
9564,39.9975272187129,35
11304,48.60862862862922,20
3231,31.143878014729488,15
2115,32.601573228006174,25
5445,49.97608274955529,15
8501,164.12470728122742,35
18213,39.08897265298246,15
4012,44.669263258830306,100
19666,31.534224308163857,25
577,33.63685773315485,25
16491,55.42947724881936,12
16506,67.89182576830993,50
10684,48.23620876902336,25
8350,38.75995173709917,3
12090,34.05806485196112,20
7926,80.90141555556733,15
18197,44.47321101063248,60
18890,46.90826818491378,75
10369,37.210955167055985,54
13446,40.463252842541344,40
7650,44.658353170298874,28
9719,15.449911868724435,58
2215,49.608766765802294,16
13463,47.88535233520578,100
270,38.74692335584375,49
3005,26.32371482537143,50
12888,68.41910513873306,40
5797,29.283632269041725,52
607,11.328044578993577,18
2719,24.605742964654382,28
14816,33.01082303615267,16
18906,32.3815370696076,10
14429,33.985148087503596,16
3886,34.92137250530185,14
643,27.000663240637518,25
11178,308.2676793239585,120
11289,59.88377581535345,7
1994,24.33058158201315,11
12801,33.22602923030915,12
20703,50.62972738143353,3
13158,35.12765124923457,32
18046,13.78347223189391,5
19945,24.76710854933319,30
2533,16.398054171833216,16
309,37.858527615151814,10
16454,8.385037972598454,39
9434,42.60642814057125,55
20421,271.4087509208152,1000
4208,49.55607253934133,30
22235,38.71455289642623,16
10242,20.962557109740494,28
21502,59.52712622497304,59
1078,37.32938266745633,19
9734,37.30898044774693,20
19606,39.52976843631551,25
6864,41.01157204481176,4
20795,91.96282851349243,23
4030,18.6874556259952,11
13961,95.3772089245367,35
11461,23.511368682609927,36
9786,49.86783994982009,150
6309,232.8135352183572,22
19903,64.44173879860149,12
14175,47.25039396659766,15
10341,24.793920410345613,175
4970,44.760897377239125,25
9597,21.50081513080993,10
21836,36.42780387734655,20
5185,28.607976691821136,16
3302,40.72663249577631,130
11213,28.854937244519434,19
8072,30.606606791884907,35
9256,39.2344360751759,20
17229,31.983199137689674,30
16822,107.9783868793442,85
404,31.469011463150352,76
20974,38.10408989382232,12
8847,25.087404619440406,10
1484,46.584523920636926,15
12626,34.18962537936899,20
11638,28.109278785975064,50
22196,66.56748209578896,35
21545,1.8590579510260596,10
18133,33.70865979128189,20
12023,136.39093558224266,11
20335,65.9713517969241,55
8659,41.13862783994277,56
3624,39.90753576182687,32
16481,191.4451895876387,300
20632,37.35092395812851,10
4952,31.19049079776683,20
13951,39.06106955210727,50
21893,47.2324603815686,100
16258,52.44807790637808,30
15129,21.30432644769561,40
11780,41.32818493469957,40
9121,41.29483088582812,21
2539,33.201161760232125,125
16260,34.89640644706853,13
4213,51.418154894132506,45
5587,44.6228376433611,15
20158,38.99975267290597,85
15918,44.90622813031945,12
1443,39.60642497400897,42
20107,12.341322489550407,20
2248,49.49092718767039,50
17655,176.15221848521833,375
5353,21.875531869831676,22
18898,30.095709035754112,10
4038,33.759056102236826,5
13538,26.958419438300925,15
12024,340.60514522039097,375
14769,32.1877211540817,28
10056,92.15151474887574,24
3860,111.68892401793045,18
832,94.32594269059027,10
16869,45.673595858052714,45
2242,47.83260452285319,45
13669,60.238164338215356,3
4458,44.20266819218614,40
17013,38.40739083368821,14
4190,40.217956146227365,36
3629,23.653928896965553,25
4568,21.978578034261297,28
16714,40.92760018017902,90
15101,25.59209273085708,20
4813,52.00368661112102,20
5393,17.681504931472034,20
13259,11.19080999791614,22
10891,50.465475161645294,45
21585,31.337355016230518,35
2049,28.467930227649376,40
17446,30.57471592096013,22
11122,29.672633935575014,55
19294,19.435236488013103,58
6444,37.96517769149449,20
15696,51.0863101725347,185
20752,30.122344372609696,5
3716,53.7936536876269,40
15579,47.74581483360837,26
4524,57.22721646198181,8
1223,98.81211105091566,28
17254,115.62943330457546,20
8615,50.75889914733266,14
16487,31.066680607518723,13
9586,41.53351126052536,8
20148,35.92029492285568,35
17803,24.27730158701202,21
9940,48.47820443766882,25
5586,43.587286512535584,95
11331,24.12237118321192,20
11179,49.08863119893567,20
20284,50.92506001558803,68
17408,85.92548498722812,25
2374,18.79300364244846,15
15791,40.71204074153471,7
4807,33.24315416081791,20
17335,385.4047318702556,15
503,34.84588961736576,14
8991,42.72774378547925,20
2592,78.55576519905081,20
12833,50.788656749517145,48
22516,296.06887626027725,200
12336,146.3113686348098,39
8095,25.827538759789913,54
1700,57.256524898561125,3
14699,48.60640810616144,58
12505,24.928182048340474,9
17466,39.48696345859939,46
15572,41.101689775775064,100
20164,85.12089124459474,95
8008,20.721379978518904,10
5057,27.76841959426246,30
20371,16.28646209498291,15
22100,13.65963137116237,20
15313,50.75378131875932,14
1759,139.69927170246478,9
8004,43.64151784596035,200
9461,53.42432581257836,12
17135,41.773189948079946,200
3751,30.551777757218147,44
14797,22.124387581169117,40
7408,9.697401118248564,21
6102,9.0058136376717,60
19972,-62.81886475158026,34
15323,48.68200454085722,50
18411,36.81219843963018,13
1671,35.0081661172152,9
4643,40.4935674793493,10
19103,43.01696904097722,30
4408,183.28599128886313,20
1628,14.769086648380878,16
9165,34.281597025667516,25
7008,30.061476526311804,25
4901,59.18400387458763,20
3028,43.73122536808508,15
15325,40.42226190728402,100
13787,23.2298024716264,15
21288,92.33879867518073,11
21722,28.887633567580668,27
17275,42.70423748148745,17
4762,24.858639383238945,30
3297,33.03316760436236,52
14519,33.21492891173054,30
6446,38.7530260304508,9
10665,76.54495356159427,25
1554,40.31318815595535,13
8497,39.101134722406485,17
13107,22.858648874871754,26
11400,35.96447226705269,10
8193,22.193590990365845,100
590,40.090856403548365,15
6664,26.003703812222888,24
13672,19.21028626865543,25
1517,78.2792578059546,85
13124,33.35119728197098,21
2519,24.217114310481794,25
10528,29.97526286495414,501
19715,29.436303759865027,69
20993,51.459134389470606,40
12086,36.44990622788555,15
13581,31.556462307664457,70
14325,69.69444999915079,45
163,39.30461034715128,12
8783,22.085721385061866,15
21188,35.63063018354927,10
3075,17.328366395516255,23
6346,38.74636487110526,15
20239,61.206986392255715,50
19461,39.94901445839281,16
5270,310.5742958089952,16
6917,32.39062118348755,25
139,170.50563907673435,30
8311,27.69990766901498,20
11804,54.52952431059572,27
17225,34.97888861986601,65
22300,20.296305077274198,90
14263,42.07766251918598,14
14845,23.047593445689586,75
16784,44.8894125080209,140
9028,26.681175713341666,22
18153,42.118403741803625,15
20985,36.59470136305984,40
10291,35.496743069675546,100
19674,82.85964061428096,32
7529,107.93440833066427,24
427,36.53626895458852,45
7304,53.80284299149148,10
18993,36.54453112123933,40
10423,78.64527195119283,25
3851,33.947130534397516,26
15307,36.21222143105476,25
8706,101.45269439221177,13
19695,2.667374751021221,30
4336,39.935275136191656,8
21679,40.630864649376605,32
7091,33.33189035284052,6
9665,227.6965486743954,8
2720,32.933721533373145,65
14715,29.99993628910493,32
4064,47.955679250102335,39
13245,26.94666190279421,25
4705,53.09434086259971,22
9040,52.49876205222083,15
22093,14.6188433992006,200
10104,55.62476749271832,12
21694,30.500387671987166,5
21105,53.78269704799714,40
19145,56.07456771401671,40
11956,44.26120487507704,20
93,50.41203470132809,12
6525,55.03555673200985,10
20096,128.7646898626256,30
4962,57.8335571803765,29
7905,44.55070901378147,45
21884,30.470233465129873,125
6418,36.55883782724424,35
14627,28.53527317508963,20
11034,76.73900622386745,17
12434,19.78206480984234,28
22774,48.49222981647286,59
14523,30.894839842140136,15
10949,47.388787267423794,21
10443,167.78141156622956,22
20579,31.22819662759546,39
8500,133.20727015063298,25
1884,46.38802702585412,75
8036,15.730114953072608,6
13450,30.292007911390424,7
11905,42.18741635692597,36
14537,51.787503067604426,65
18707,448.1307229089478,600
12466,27.07324032958429,11
16838,77.21044041463671,21
4253,30.904109148563684,50
13739,20.576165690780446,12
11438,37.83813622987022,25
19513,58.828205045270735,15
3998,88.948591980983,50
15777,51.86546154000994,36
18669,244.90041456642456,900
12205,18.40061100432419,28
7730,36.9317567395573,10
16998,30.21688075758216,10
21787,43.13652275661913,89
834,28.60334468819007,30
18111,183.56528827674666,165
14170,87.03701912449178,50
14083,51.385630416051676,65
14485,18.61406283565489,22
5853,25.310702996938524,9
17133,26.83979862547686,12
8384,-21.791199214815457,40
21591,288.7064628181958,850
8796,40.70546959247476,65
3706,43.481965243690574,25
5524,33.22328319940801,25
22745,36.1995243282156,20
3609,53.1116028315071,12
9788,70.79619019189505,30
14143,33.907593240772385,10
5608,13.817083809797317,65
16256,29.91992429964993,18
18783,30.776447218864213,20
21292,40.14718726918687,30
15384,48.01811362404581,29
7727,36.09455360435264,35
21743,30.064333324151114,12
14469,22.31838985494857,20
6318,41.51073136177642,12
775,43.983261778416704,22
260,47.284057637727585,16
17511,87.34771865178874,400
1647,-10.078910810410449,15
14500,1241.0899105454753,16
19386,37.248230935283196,18
14062,38.2165625925439,35
20097,41.59225611524013,3
17312,33.178400765113835,35
19033,41.51371701727129,6
15193,23.718909422155846,5
6035,35.348841918520364,32
21410,31.08117272140874,15
1981,22.036919319198226,10
5828,35.5275675449272,7
1766,37.082524155874324,12
3897,80.85332070544149,50
18675,49.27594468159957,7
8444,9.489734892806062,6
2300,28.527438726942968,21
7922,24.018845604877725,35
8638,27.613635059787597,25
19125,23.333866390869982,54
9604,13.823407925778746,25
16321,24.858814849532905,15
13778,42.865245410461625,20
10512,39.714041160723724,25
16243,24.291186069330138,11
17058,40.91197591651791,14
9865,39.30871628854925,17
20819,29.938078575025685,45
7410,21.327281249390076,11
3506,25.827538759789913,16
4011,46.989519606755245,14
694,43.073896871399164,23
5091,118.51880340850548,13
15770,62.409941625408415,13
21448,36.37123449452316,28
5174,67.98986431253115,20
20279,124.03879820776805,315
11065,30.020810551557286,7
9879,29.399835612865573,20
520,38.40360349206684,13
11523,394.20282689072593,250
21087,44.063582245848835,19
2382,35.71706864588529,44
325,48.408595536137874,18
6066,37.932759070648736,19
10067,45.23639133118765,4
6968,275.12965799546595,35
20944,11.525945191846887,10
1767,40.63540104221093,17
10697,57.32997264085392,30
12854,36.27748837649665,15
12189,50.110265626859515,28
8595,78.30700444545252,10
15959,51.397980210015994,45
16519,77.6537237041941,45
8831,32.214465118379735,20
15474,66.76981663160427,40
21167,44.069596616873454,16
11685,41.55443834494503,20
946,38.37647554688898,27
21226,51.16736644150971,20
6670,56.01760514531417,55
12451,26.016766016277433,9
7920,29.009256896385267,35
57,27.65724329696371,8
9655,31.477450032970477,30
8511,545.6750536746439,850
8113,72.6583368436864,50
21623,27.729048826238184,11
7690,26.34392070171174,19
10205,20.964422435497553,20
7052,38.217852159211176,25
10278,33.64287151684911,38
5139,27.65068402042356,30
18144,50.9046427396579,30
13750,33.65255588992894,29
18700,45.059427248351845,30
7587,26.83029431872542,35
16402,57.487038549207206,12
22250,45.65419780630487,35
2280,29.498713553752786,27
22328,11.7334525892675,8
20250,32.228358647445425,40
5977,63.17729801652411,9
81,30.49576489610223,15
18370,61.53697798942916,27
13579,63.879122854922095,20
9662,114.5012269299369,30
9029,34.650927551607175,30
1571,35.15282587143194,16
17909,55.77048182428612,41
21535,42.80702374921379,65
8699,27.133229307243983,20
17197,38.9382905066948,10
8720,48.01400316193023,15
10149,66.26910907853781,12
15742,152.2081779571129,325
20615,49.17379066338002,10
6388,40.67423885056939,5
18282,52.972620639940594,50
18591,29.036063475051947,34
